ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID	FORM	ALIGNMENT
1019	Arabic	wheat	ḥinṭat-	ħ i n tˤ a t	(Lane 657)	435	ħintˤat-	^ ħ i n tˤ a t - $
1020	Geez	grain, seed	ḫəṭṭat, ḥəṭṭat	x ə tˤ tˤ a t	(CDG 268)	435	xətˤtˤat	^ x ə tˤ tˤ a t $
1021	PS	to tear out	*ḫlš	x l ʃ	(Kogan 2015: 558–559)	472	xlʃ	^ x l ʃ $
1022	Akkadian	to scrape off	ḫalāšu	x a l aː ʃ u	(CAD Ḫ 40, AHw. 311)	472	xalaːʃu	^ x a l aː ʃ u $
1023	Hebrew	to defeat	ḥlš	ħ l ʃ	(HALOT 324)	472	ħlʃ	^ ħ l ʃ $
1024	Arabic	to seize, to carry off by force, to take hastily, to snatch away	ḫls	x l s	(Lane 784)	472	xls	^ x l s $
1025	PS	garlic	*ṯūm-	θ uː m	(Fronzaroli 1969b: 6, 24)	475	θuːm-	^ θ uː m - $
1026	Akkadian	garlic	šūmū	ʃ uː m uː	(CAD Š₃ 298, AHw. 1275)	475	ʃuːmuː	^ ʃ uː m uː $
1027	Hebrew	garlic	šūm	ʃ uː m	(HALOT 1442)	475	ʃuːm	^ ʃ uː m $
1028	Syriac	garlic	tūmā	t uː m aː	(LSyr. 819, SL 1631)	475	tuːmaː	^ t uː m aː $
1029	Arabic	garlic	ṯūm-	θ uː m	(Lane 365)	475	θuːm-	^ θ uː m - $
1030	Geez	garlic	som, somat	s o m	(CDG 501)	475	som	^ s o m $
1031	PS	leek	*karaṯ-	k a r a θ	(Fronzaroli 1969b: 6, 24, 32)	477	karaθ-	^ k a r a θ - $
1032	Akkadian	(an alliaceous plant)	giršānu	g i r ʃ aː n u	(CAD G 96, AHw. 286)	477	girʃaːnu	^ g i r ʃ aː n u $
1033	Akkadian	leek	karašu	k a r a ʃ u	(CAD K 212, AHw. 448)	477	karaʃu	^ k a r a ʃ u $
1034	Hebrew	leek	kārēšā	k aː r eː ʃ aː	(Jastrow 667)	477	kaːreːʃaː	^ k aː r eː ʃ aː $
1035	Syriac	leek	karrātā	k a r r aː t aː	(LSyr. 349, SL 657)	477	karraːtaː	^ k a r r aː t aː $
1036	Arabic	leek	karāṯ-, karrāṯ-, kurrāṯ-	k a r aː θ	(Lane 2604)	477	karaːθ-	^ k a r aː θ - $
1037	PS	(a plant belonging to cucurbits)	*ḳVṯ(ṯ)Vˀ-	qˤ θ ʔ	(Fronzaroli 1969b: 6, 25, 32)	478	qˤ-θ-ʔ-	^ qˤ - θ - ʔ - $
1038	Akkadian	melon, gourd, cucumber (a member of the genus Cucurbitaceae)	ḳiššû	qˤ i ʃ ʃ û	(CAD Q 271, AHw. 923)	478	qˤiʃʃû	^ qˤ i ʃ ʃ û $
1039	Hebrew	(a plant belonging to cucurbits)	ḳiššūˀīm	qˤ i ʃ ʃ uː ʔ iː m	(HALOT 1151)	478	qˤiʃʃuːʔiːm	^ qˤ i ʃ ʃ uː ʔ iː m $
1040	Syriac	common cucumber	ḳaṭṭūtā	qˤ a tˤ tˤ uː t aː	(LSyr. 657, SL 1349)	478	qˤatˤtˤuːtaː	^ qˤ a tˤ tˤ uː t aː $
1041	Arabic	a plant belonging to cucurbits	qiṯṯāˀ-, quṯṯāˀ-	q i θ θ aː ʔ	(Lane 2487)	478	qiθθaːʔ-	^ q i θ θ aː ʔ - $
1042	Geez	(a plant belonging to cucurbits)	ḳʷəsyāt	qʷˤ ə s y aː t	(CDG 447)	478	qˤʷəsyaːt	^ qˤʷ ə s y aː t $
1043	PS	almond tree, almond	*ṯaḳid-	θ a qˤ i d	(Fronzaroli 1969a: 279, 291, 300; Kogan 2012: 253)	479	θaqˤid-	^ θ a qˤ i d - $
1044	Akkadian	almond tree, almond	šiḳdu	ʃ i qˤ d u	(CAD Š₃ 94, AHw. 1247)	479	ʃiqˤdu	^ ʃ i qˤ d u $
1045	Ugaritic	almond tree, almond	ṯḳd	θ qˤ d	(DUL 927; Watson 2004: 117–118)	479	θqˤd	^ θ qˤ d $
1046	Hebrew	almond tree, almond	šāḳēd	ʃ aː qˤ eː d	(HALOT 1638)	479	ʃaːqˤeːd	^ ʃ aː qˤ eː d $
1047	Syriac	almond tree, almond	šegdtā	ʃ e g d t aː	(LSyr. 755, SL 1507)	479	ʃegdtaː	^ ʃ e g d t aː $
1048	PS	fig, fig tree	*tiˀin(-at)-	t i ʔ i n	(Kogan 2012: 254)	480	tiʔin-	^ t i ʔ i n - $
1049	Akkadian	fig tree, fig	tittu	t i t t u	(CAD T 435, AHw. 1363)	480	tittu	^ t i t t u $
1050	Hebrew	fig, fig tree	təˀēnā	t ə ʔ eː n aː	(HALOT 1675)	480	təʔeːnaː	^ t ə ʔ eː n aː $
1051	Syriac	fig, fig tree	tettā	t e t t aː	(LSyr. 813, SL 1619)	480	tettaː	^ t e t t aː $
1052	Arabic	fig, fig tree	tīn-	t iː n	(Lane 325)	480	tiːn-	^ t iː n - $
1053	PS	jackal	*ˀVwVy-	ʔ w y	(SED II No. 21, DRS 12)	481	ʔ-w-y-	^ ʔ - w - y - $
1054	Hebrew	jackal	ˀī (only in the pl. ˀiyyīm)	ʔ iː	(HALOT 38)	481	ʔiː	^ ʔ iː $
1055	Syriac	jackals, golden gods	bnāt ˀāway	b n aː t	(LSyr. 8, SL 193)	481	bnaːt	^ b n aː t $
1056	Arabic	(pl. banātu ˀāwān) jackal	ˀibnu ˀāwan	ʔ i b n u	(BK 1 72, Lane 131)	481	ʔibnu	^ ʔ i b n u $
1057	PS	date palm	*tamar-/*tamr-	t a m a r	(Fronzaroli 1969a: 291, 279, 300)	483	tamar-	^ t a m a r - $
1058	Hebrew	date palm	tāmār	t aː m aː r	(HALOT 1756)	483	taːmaːr	^ t aː m aː r $
1059	Arabic	dates, fruit of palm	tamr-	t a m r	(Lane 317)	483	tamr-	^ t a m r - $
1060	Geez	date palm	tamr, tamart	t a m r	(CDG 576)	483	tamr	^ t a m r $
1061	PS	tree, trunk	*gapn-	g a p n	(Fronzaroli 1969b: 8, 25, 33)	484	gapn-	^ g a p n - $
1062	Akkadian	bush, (fruit)tree; vine	gapnu/gupnu	g a p n u	(CAD G 44, AHw. 281, 298)	484	gapnu	^ g a p n u $
1063	PS	fruit	*ˁinab-	ʕ i n a b	(Kogan 2012: 256)	485	ʕinab-	^ ʕ i n a b - $
1064	Akkadian	fruit	inbu	i n b u	(CAD I 144, AHw. 381)	485	inbu	^ i n b u $
1065	PS	cluster, bunch (of grapes etc.)	*ˀVṯkāl-	ʔ θ k aː l	(Kogan 2011: 204, Kogan 2012: 256–257)	487	ʔ-θkaːl-	^ ʔ - θ k aː l - $
1066	Ugaritic	bunch of grapes	ˀuṯkl	ʔ u θ k l	(DUL 125; Watson 2004: 120)	487	ʔuθkl	^ ʔ u θ k l $
1067	Hebrew	bunch of grapes	ˀäškōl	ʔ æ ʃ k oː l	(HALOT 95)	487	ʔæʃkoːl	^ ʔ æ ʃ k oː l $
1068	Arabic	bunch of grapes	ˀiṯkāl-	ʔ i θ k aː l	(Lane 21)	487	ʔiθkaːl-	^ ʔ i θ k aː l - $
1069	Geez	bunch of grapes	ˀaskāl	ʔ a s k aː l	(CDG 42)	487	ʔaskaːl	^ ʔ a s k aː l $
1070	PS	father	*ˀab-	ʔ a b	(DRS 1; Kogan 2014: 88)	489	ʔab-	^ ʔ a b - $
1071	Akkadian	father	abu	a b u	(CAD A₁ 67, AHw. 7)	489	abu	^ a b u $
1072	Ugaritic	father	ˀab	ʔ a b	(DUL 2)	489	ʔab	^ ʔ a b $
1073	Hebrew	father	ˀāb	ʔ aː b	(HALOT 1)	489	ʔaːb	^ ʔ aː b $
1074	Syriac	father	ˀabbā	ʔ a b b aː	(LSyr. 1, SL 1)	489	ʔabbaː	^ ʔ a b b aː $
1075	Arabic	father	ˀab-	ʔ a b	(Lane 10)	489	ʔab-	^ ʔ a b - $
1076	Geez	father	ˀab	ʔ a b	(CDG 2)	489	ʔab	^ ʔ a b $
1077	PS	mother	*ˀimm-	ʔ i m m	(DRS 22; Kogan 2014: 88)	490	ʔimm-	^ ʔ i m m - $
1078	Akkadian	mother	ummu	u m m u	(CAD U/W 120, AHw. 1416)	490	ummu	^ u m m u $
1079	Ugaritic	mother	ˀum	ʔ u m	(DUL 69)	490	ʔum	^ ʔ u m $
1080	Hebrew	mother	ˀēm	ʔ eː m	(HALOT 61)	490	ʔeːm	^ ʔ eː m $
1081	Syriac	mother	ˀemmā	ʔ e m m aː	(LSyr. 23, SL 52)	490	ʔemmaː	^ ʔ e m m aː $
1082	Arabic	mother	ˀumm-	ʔ u m m	(Lane 89)	490	ʔumm-	^ ʔ u m m - $
1083	Geez	mother	ˀəmm	ʔ ə m m	(CDG 22)	490	ʔəmm	^ ʔ ə m m $
1084	PS	brother	*ˀaḫ-	ʔ a x	(DRS 15; Kogan 2014: 88)	491	ʔax-	^ ʔ a x - $
1085	Akkadian	brother	aḫu	a x u	(CAD A₁ 195, AHw. 21)	491	axu	^ a x u $
1086	Ugaritic	brother	ˀaḫ	ʔ a x	(DUL 34)	491	ʔax	^ ʔ a x $
1087	Hebrew	brother	ˀāḥ	ʔ aː ħ	(HALOT 29)	491	ʔaːħ	^ ʔ aː ħ $
1088	Syriac	brother	ˀaḥḥā	ʔ a ħ ħ aː	(LSyr. 10, SL 25)	491	ʔaħħaː	^ ʔ a ħ ħ aː $
1089	Arabic	brother	ˀaḫ-	ʔ a x	(Lane 33)	491	ʔax-	^ ʔ a x - $
1090	Geez	brother	ˀəḫw	ʔ ə x w	(CDG 13)	491	ʔəxw	^ ʔ ə x w $
1091	PS	sister	*ˀaḫ-āt-	ʔ a x aː t	(DRS 15; Kogan 2014: 88)	492	ʔax-aːt-	^ ʔ a x - aː t - $
1092	Akkadian	sister	aḫātu	a x aː t u	(CAD A₁ 195, AHw. 18)	492	axaːtu	^ a x aː t u $
1093	Ugaritic	sister	ˀaḫt	ʔ a x t	(DUL 34)	492	ʔaxt	^ ʔ a x t $
1094	Hebrew	sister	ˀāḥōt	ʔ aː ħ oː t	(HALOT 29)	492	ʔaːħoːt	^ ʔ aː ħ oː t $
1095	Syriac	sister	ḥātā	ħ aː t aː	(LSyr. 10, SL 503)	492	ħaːtaː	^ ħ aː t aː $
1096	Arabic	sister	ˀuḫt-	ʔ u x t	(Lane 33)	492	ʔuxt-	^ ʔ u x t - $
1097	Geez	sister	ˀəḫət	ʔ ə x ə t	(CDG 13)	492	ʔəxət	^ ʔ ə x ə t $
1098	PS	goose	*ˀa/iw(a)z-, *waz(z)-	ʔ a	(SED II No. 22, DRS 12)	493	ʔa	^ ʔ a $
1099	Akkadian	duck	ūsu	uː s u	(CAD U–W 282, AHw. 1438)	493	uːsu	^ uː s u $
1100	Ugaritic	goose	ˀuz	ʔ u z	(DUL 136, Watson 2007: 80)	493	ʔuz	^ ʔ u z $
1101	Syriac	goose	wazzā, wāzā	w a z z aː	(LSyr. 184, SL 357)	493	wazzaː	^ w a z z aː $
1102	Arabic	goose	ˀiwazz-	ʔ i w a z z	(BK 1 68, Lane 125)	493	ʔiwazz-	^ ʔ i w a z z - $
1103	Geez	goose	zǝy	z ə y	(CDG 646)	493	zǝy	^ z ǝ y $
1104	PS	bird of prey	*ˀay-	ʔ a y	(SED II No. 23, DRS 18)	494	ʔay-	^ ʔ a y - $
1105	Akkadian	(a bird)	a-IA-ú MUŠEN = a-a-[ú]	a ú	(CAD A₁ 236)	494	a----ú	^ a - - - - ú $
1106	Hebrew	black kite	ˀayyā	ʔ a y y aː	(HALOT 39)	494	ʔayyaː	^ ʔ a y y aː $
1107	Arabic	swivel (bird of prey)	yuˀyuˀ-	y u ʔ y u ʔ	(BK 2 1621, Lane 2973)	494	yuʔyuʔ-	^ y u ʔ y u ʔ - $
1108	PS	ram	*ˀayl-, *ˀVl-	ʔ a y l	(SED II No. 24, DRS 17)	495	ʔayl-	^ ʔ a y l - $
1109	Akkadian	a fine breed of sheep	alu	a l u	(CAD A₁ 374, AHw. 39)	495	alu	^ a l u $
1110	Ugaritic	ram (of superior quality)	ˀal, ˀil	ʔ a l	(DUL 47, 52)	495	ʔal	^ ʔ a l $
1111	Hebrew	ram	ˀayil	ʔ a y i l	(HALOT 40)	495	ʔayil	^ ʔ a y i l $
1112	PS	stag, deer	*ˀayyal-	ʔ a y y a l	(SED II No. 25, Fron. V 294)	496	ʔayyal-	^ ʔ a y y a l - $
1113	Akkadian	stag, deer	ayalu	a y a l u	(CAD A₁ 225, AHw. 24)	496	ayalu	^ a y a l u $
1114	Ugaritic	deer	ˀayl	ʔ a y l	(DUL 134)	496	ʔayl	^ ʔ a y l $
1115	Hebrew	fallow deer	ˀayyāl-	ʔ a y y aː l	(HALOT 40)	496	ʔayyaːl-	^ ʔ a y y aː l - $
1116	Hebrew	doe of a fallow deer	ˀayyālā	ʔ a y y aː l aː	(HALOT 40)	496	ʔayyaːlaː	^ ʔ a y y aː l aː $
1117	Syriac	deer	ˀaylā	ʔ a y l aː	(LS 15, SL 34)	496	ʔaylaː	^ ʔ a y l aː $
1118	Syriac	hind	ˀayltā	ʔ a y l t aː	(LS 15, SL 35)	496	ʔayltaː	^ ʔ a y l t aː $
1119	Arabic	ibex, mountain goat; deer	ˀiyyal-, ˀuyyal-	ʔ i y y a l	(BK 1 74, Lane 128)	496	ʔiyyal-	^ ʔ i y y a l - $
1120	Geez	ibex, mountain goat	hayyal	h a y y a l	(CDG 221, LLA 14)	496	hayyal	^ h a y y a l $
1121	PS	weasel, mouse	*ˀa(n)yaṣ-, *ˀanṣaw/y-	ʔ a y a sˤ	(SED II No. 26)	497	ʔayasˤ-	^ ʔ a y a sˤ - $
1122	Akkadian	weasel	ayāṣu	a y aː sˤ u	(CAD A₂ 231, AHw. 25)	497	ayaːsˤu	^ a y aː sˤ u $
1123	Geez	mouse, weasel	ˀanṣawā, ˀanṣewā, ˀanṣowā	ʔ a n sˤ a w aː	(CDG 32, LLA 780, Gr. 247)	497	ʔansˤawaː	^ ʔ a n sˤ a w aː $
1124	PS	kind of ﬁsh	*ˁabVw-	ʕ a b w	(SED II No. 27, HSED No. 1117)	498	ʕab-w-	^ ʕ a b - w - $
1125	Akkadian	a ﬁsh	abūtu	a b uː t u	(CAD A₁ 93, AHw. 9)	498	abuːtu	^ a b uː t u $
1126	PS	calf	*ˁigwal- // ˁigl-	ʕ i g w a l	(SED II No. 28, Fron. VI 30, HSED No. 1100)	499	ʕigwal-	^ ʕ i g w a l - $
1127	Ugaritic	calf, bullock	ˁgl	ʕ g l	(DUL 153)	499	ʕgl	^ ʕ g l $
1128	Ugaritic	heifer	ˁglt	ʕ g l t	(DUL 154)	499	ʕglt	^ ʕ g l t $
1129	Hebrew	young bull, ox	ˁēgäl	ʕ eː g æ l	(HALOT 784)	499	ʕeːgæl	^ ʕ eː g æ l $
1130	Hebrew	heifer, young cow	ˁäglā	ʕ æ g l aː	(HALOT 784)	499	ʕæglaː	^ ʕ æ g l aː $
1131	Syriac	bull calf	ˁeglā	ʕ e g l aː	(LSyr. 509, SL 1068)	499	ʕeglaː	^ ʕ e g l aː $
1132	Syriac	calf, heifer	ˁgeltā	ʕ g e l t aː	(LSyr. 509, SL 1068)	499	ʕgeltaː	^ ʕ g e l t aː $
1133	Arabic	taureau vieux (old bull)	ˁulǯūm-	ʕ u l d ʒ uː m	(BK 2 339, TA 33 140)	499	ʕuldʒuːm-	^ ʕ u l d ʒ uː m - $
1134	Arabic	calf	ˁiǯl-	ʕ i d ʒ l	(BK 2 181, Lane 1964)	499	ʕidʒl-	^ ʕ i d ʒ l - $
1135	Arabic	heifer	ˁiǯlat-	ʕ i d ʒ l a t	(BK 2 181, Lane 1964)	499	ʕidʒlat-	^ ʕ i d ʒ l a t - $
1136	Geez	any animal or fowl	ˀǝgwǝl (ˁǝgwal, ˁǝgwl)	ʔ ə g w ə l	(CDG 11, LLA 802)	499	ʔǝgwǝl	^ ʔ ǝ g w ǝ l $
1137	Geez	calf, heifer	ˀǝgwalt, ˀǝgwǝlt	ʔ ə g w a l t	(CDG 11, LLA 802)	499	ʔǝgwalt	^ ʔ ǝ g w a l t $
1138	PS	son	*bin-	b i n	(Kogan 2014: 89, Kogan 2015: 398)	500	bin-	^ b i n - $
1139	Akkadian	son	binu, binnu	b i n u	(CAD B 242, AHw. 127)	500	binu	^ b i n u $
1140	Ugaritic	son	bn	b n	(DUL 224)	500	bn	^ b n $
1141	Hebrew	son	bēn	b eː n	(HALOT 137)	500	beːn	^ b eː n $
1142	Arabic	son	ˀibn-	ʔ i b n	(Lane 262)	500	ʔibn-	^ ʔ i b n - $
1143	PS	daughter	*bin-(a)t-	b i n t	(Kogan 2014: 89, Kogan 2015: 398)	501	bin-t-	^ b i n - t - $
1144	Akkadian	daughter	bintu, bittu, biˀtu	b i n t u	(CAD B 238, AHw. 127, 1548)	501	bintu	^ b i n t u $
1145	Ugaritic	daughter	bt	b t	(DUL 244)	501	bt	^ b t $
1146	Hebrew	daughter	bat	b a t	(HALOT 165)	501	bat	^ b a t $
1147	Arabic	daughter	bint-	b i n t	(Lane 262)	501	bint-	^ b i n t - $
1148	Geez	pupil of the eye	bənt-a ˁayn	b ə n t a	(CDG 99)	501	bənt-a	^ b ə n t - a $
1149	PS	to be fat, well fed	*mrˀ	m r ʔ	(Fronzaroli 1964 : 28–29, 42)	502	mrʔ	^ m r ʔ $
1150	Akkadian	to fatten	marû	m a r û	(CAD M₁ 307, AHw. 617)	502	marû	^ m a r û $
1151	Ugaritic	fattened (animal)	mrˀu	m r ʔ u	(DUL 571)	502	mrʔu	^ m r ʔ u $
1152	Hebrew	fattened ox	mərī(ˀ)	m ə r iː	(HALOT 635)	502	məriː	^ m ə r iː $
1153	Arabic	to be useful for someone	mrˀ	m r ʔ	(Lane 2702)	502	mrʔ	^ m r ʔ $
1154	PS	firstborn	*bVkVr-	b k r	(Kogan 2014: 91)	503	b-k-r-	^ b - k - r - $
1155	Akkadian	firstborn	bukru	b u k r u	(CAD B 309, AHw. 137)	503	bukru	^ b u k r u $
1156	Ugaritic	firstborn	bkr	b k r	(DUL 210)	503	bkr	^ b k r $
1157	Hebrew	firstborn	bəkōr	b ə k oː r	(HALOT 131)	503	bəkoːr	^ b ə k oː r $
1158	Syriac	firstborn	bukrā	b u k r aː	(LSyr. 73, SL 126)	503	bukraː	^ b u k r aː $
1159	Arabic	firstborn	bikr-	b i k r	(Lane 240)	503	bikr-	^ b i k r - $
1160	Geez	firstborn	bakʷr	b a kʷ r	(CDG 94)	503	bakʷr	^ b a kʷ r $
1161	PS	mouse, jerboa	*ˁakbar-	ʕ a k b a r	(SED II No. 30, Fron. V 296)	504	ʕakbar-	^ ʕ a k b a r - $
1162	Akkadian	jerboa	akbaru	a k b a r u	(CAD A₁ 265, AHw. 28)	504	akbaru	^ a k b a r u $
1163	Akkadian	(kind of) bat	arkabu	a r k a b u	(CAD I 177, AHw. 67, Civil 1984a)	504	arkabu	^ a r k a b u $
1164	Hebrew	mouse	ˁakbār	ʕ a k b aː r	(HALOT 823)	504	ʕakbaːr	^ ʕ a k b aː r $
1165	Syriac	mouse	ˀagbrā	ʔ a g b r aː	(LS 542, SL 6)	504	ʔagbraː	^ ʔ a g b r aː $
1166	Syriac	mouse; muscle	ˁuḳbrā, ˁuḳbartā	ʕ u qˤ b r aː	(LS 542, SL 1085)	504	ʕuqˤbraː	^ ʕ u qˤ b r aː $
1167	Arabic	mares murum, quibus yarbūˁ nomen est	ˁakābir-	ʕ a k aː b i r	(Fr. III 199, LA IV 601, TA 13 122, Q II 95)	504	ʕakaːbir-	^ ʕ a k aː b i r - $
1168	Arabic	hyrax Syriacus	wabr-	w a b r	(Lane 2915, BK 2 1476)	504	wabr-	^ w a b r - $
1169	PS	leech	*ˁala/ūḳ(-at)-	ʕ a l a	(SED II No. 32, Fron. V 297; Kogan 2011: 213–214)	506	ʕala	^ ʕ a l a $
1170	Akkadian	leech	ilḳu	i l qˤ u	(CAD I 88, AHw. 373)	506	ilqˤu	^ i l qˤ u $
1171	Hebrew	leech	ˁălūḳā	ʕ ă l uː qˤ aː	(HALOT 831)	506	ʕăluːqˤaː	^ ʕ ă l uː qˤ aː $
1172	Syriac	(pl.) kleine Tierchen, die im Brunnen leben (small animals that live in a well)	ˁalḳe	ʕ a l qˤ e	(TW 7)	506	ʕalqˤe	^ ʕ a l qˤ e $
1173	Syriac	leech	ˁellaḳtā, ˁallūḳā	ʕ e l l a qˤ t aː	(LS 528, SL 1106)	506	ʕellaqˤtaː	^ ʕ e l l a qˤ t aː $
1174	Arabic	leech	ˁalaq-(at-)	ʕ a l a q	(BK 2 345, Lane 2134)	506	ʕalaq-	^ ʕ a l a q - $
1175	Geez	leech	ˁalaḳt	ʕ a l a qˤ t	(CDG 61, LLA 952)	506	ʕalaqˤt	^ ʕ a l a qˤ t $
1176	PS	goat	*ˁVnz-	ʕ n z	(SED II No. 35, Fron. VI 29, HSED No. 240)	508	ʕ-nz-	^ ʕ - n z - $
1177	Akkadian	shegoat, goat (gen. term)	enzu	e n z u	(CAD E 180, AHw. 221)	508	enzu	^ e n z u $
1178	Ugaritic	caprine animal, kid, goat	ˁz	ʕ z	(DUL 196)	508	ʕz	^ ʕ z $
1179	Hebrew	goat	ˁēz	ʕ eː z	(HALOT 804)	508	ʕeːz	^ ʕ eː z $
1180	Syriac	goat	ˁezzā	ʕ e z z aː	(LSyr. 535, SL 1089)	508	ʕezzaː	^ ʕ e z z aː $
1181	Arabic	shegoat, female of gazelle, female eagle and vulture, bustard	ˁanz(-at)-	ʕ a n z	(BK 2 383, Lane 2173)	508	ʕanz-	^ ʕ a n z - $
1182	PS	paternal uncle	*dād-	d aː d	(Kogan 2014: 93)	509	daːd-	^ d aː d - $
1183	Akkadian	paternal uncle	dādu	d aː d u	(Kogan 2014:91–92)	509	daːdu	^ d aː d u $
1184	Hebrew	paternal uncle	dōd	d oː d	(HALOT 215)	509	doːd	^ d oː d $
1185	Syriac	paternal uncle	dādā	d aː d aː	(LSyr. 144, SL 275)	509	daːdaː	^ d aː d aː $
1186	Arabic	foster father	dād-	d aː d	(Dozy I 419)	509	daːd-	^ d aː d - $
1187	Geez	paternal uncle	dud	d u d	(CDG 123)	509	dud	^ d u d $
1188	PS	paternal aunt	*dād-at-	d aː d a t	(Kogan 2014: 93)	510	daːd-at-	^ d aː d - a t - $
1189	Hebrew	paternal aunt	dōdā	d oː d aː	(HALOT 215)	510	doːdaː	^ d oː d aː $
1190	Syriac	paternal aunt	dādtā	d aː d t aː	(LSyr. 144, SL 275)	510	daːdtaː	^ d aː d t aː $
1191	Arabic	wetnurse	dādat-	d aː d a t	(Dozy I 419; Kogan 2014: 95, n. 33)	510	daːdat-	^ d aː d a t - $
1192	PS	maternal aunt	*ḫāl-at-	x aː l a t	(Kogan 2014: 93)	512	xaːl-at-	^ x aː l - a t - $
1193	Syriac	maternal aunt	ḥāltā	ħ aː l t aː	(LSyr. 221, SL 461)	512	ħaːltaː	^ ħ aː l t aː $
1194	Arabic	maternal aunt	ḫālat-	x aː l a t	(Lane 825)	512	xaːlat-	^ x aː l a t - $
1195	PS	grandfather, ancestor, forefather	*ˁamm-	ʕ a m m	(Kogan 2014: 97)	513	ʕamm-	^ ʕ a m m - $
1196	Akkadian	ancestor, forefather	ḫammu	x a m m u	(CAD Ḫ 69, AHw. 317)	513	xammu	^ x a m m u $
1197	Syriac	paternal aunt	ˁamtā	ʕ a m t aː	(LSyr. 529, SL 1114)	513	ʕamtaː	^ ʕ a m t aː $
1198	Arabic	paternal uncle	ˁamm-	ʕ a m m	(Lane 2149)	513	ʕamm-	^ ʕ a m m - $
1199	Arabic	paternal aunt	ˁammat-	ʕ a m m a t	(Lane 2149)	513	ʕammat-	^ ʕ a m m a t - $
1200	PS	earth as a solid surface (ground)	*ḳarḳar-	qˤ a r qˤ a r	(Fronzaroli 1968: 271, 287, 298; Kogan 2011: 189)	514	qˤarqˤar-	^ qˤ a r qˤ a r - $
1201	Akkadian	earth	ḳaḳḳaru	qˤ a qˤ qˤ a r u	(CAD Q 113, AHw. 900)	514	qˤaqˤqˤaru	^ qˤ a qˤ qˤ a r u $
1202	Hebrew	floor; bottom of the sea	ḳarḳaˁ	qˤ a r qˤ a ʕ	(HALOT 1148)	514	qˤarqˤaʕ	^ qˤ a r qˤ a ʕ $
1203	Hebrew	bottom of a vessel	ḳarḳārā	qˤ a r qˤ aː r aː	(Jastrow 1427)	514	qˤarqˤaːraː	^ qˤ a r qˤ aː r aː $
1204	Arabic	earth	qarqar-	q a r q a r	(LA 5 100)	514	qarqar-	^ q a r q a r - $
1205	PS	mud, clay	*ṭīn-	tˤ iː n	(Fronzaroli 1968: 271, 287, 298; Kogan 2011: 189)	518	tˤiːn-	^ tˤ iː n - $
1206	Akkadian	clay	ṭīdu	tˤ iː d u	(CAD Ṭ 106, AHw. 1391)	518	tˤiːdu	^ tˤ iː d u $
1207	Hebrew	mud, clay	ṭīṭ	tˤ iː tˤ	(HALOT 374)	518	tˤiːtˤ	^ tˤ iː tˤ $
1208	Syriac	mud, clay	ṭīnā	tˤ iː n aː	(LSyr. 274, SL 527)	518	tˤiːnaː	^ tˤ iː n aː $
1209	Arabic	mud, clay	ṭīn-	tˤ iː n	(Lane 1906)	518	tˤiːn-	^ tˤ iː n - $
1210	PS	flint	*ṯ̣Vrr-	θˤ r r	(Fronzaroli 1968: 271, 287, 298; Kogan 2011: 190)	520	θˤ-rr-	^ θˤ - r r - $
1211	Akkadian	flint, obsidian	ṣurru	sˤ u r r u	(CAD Ṣ 257, AHw. 1114)	520	sˤurru	^ sˤ u r r u $
1212	Hebrew	flint	ṣōr	sˤ oː r	(HALOT 1052)	520	sˤoːr	^ sˤ oː r $
1213	Syriac	flint	ṭarrānā	tˤ a r r aː n aː	(LSyr. 286, SL 554)	520	tˤarraːnaː	^ tˤ a r r aː n aː $
1214	Arabic	flint	ḏ̣irr-	ðˤ i r r	(Lane 1909)	520	ðˤirr-	^ ðˤ i r r - $
1215	PS	mound	*tVll-	t l l	(Fronzaroli 1968: 272, 287, 298; Kogan 2011: 190)	523	t-ll-	^ t - l l - $
1216	Akkadian	mound	tillu	t i l l u	(CAD T 409, AHw. 1359)	523	tillu	^ t i l l u $
1217	Ugaritic	hill, hillock, knoll	tl	t l	(DUL 855)	523	tl	^ t l $
1218	Hebrew	mound	tēl	t eː l	(HALOT 1735)	523	teːl	^ t eː l $
1219	Syriac	mound	tellā	t e l l aː	(LSyr. 824, SL 1646)	523	tellaː	^ t e l l aː $
1220	Arabic	mound	tall-	t a l l	(Lane 311)	523	tall-	^ t a l l - $
1221	PS	kind of vermin, worm	*ˁa/urub-	ʕ a	(SED II No. 36, Holma 1915: 91)	526	ʕa	^ ʕ a $
1222	Akkadian	(a worm)	urbatu	u r b a t u	(CAD U–W 212, AHw. 1428)	526	urbatu	^ u r b a t u $
1223	Hebrew	vermin in general, pests, noxious insects(?); a particular type of fly, esp. a horsefly(?)	ˁārōb	ʕ aː r oː b	(HALOT 879)	526	ʕaːroːb	^ ʕ aː r oː b $
1224	Syriac	culices	ˁarrūbā	ʕ a r r uː b aː	(LSyr. 546, SL 1136)	526	ʕarruːbaː	^ ʕ a r r uː b aː $
1225	PS	bird of prey	*ˁarw/y-, ˁawr-	ʕ a r w	(SED II No. 40)	528	ʕarw	^ ʕ a r w $
1226	Akkadian	eagle	erû	e r û	(CAD E 324, AHw. 247)	528	erû	^ e r û $
1227	Arabic	hirondelle	ˁuwwār-	ʕ u w w aː r	(BK 2 405)	528	ʕuwwaːr-	^ ʕ u w w aː r - $
