NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
3630	leg (of human)	1297	LEG	noun
3631	shin, leg	1297	LEG	noun
3632	shank, shinbone; leg (of both humans and animals)	1297	LEG	noun
3633	leg of a camel			
3634	elbow, point of the elbow	981	ELBOW	noun
3635	nach Ellen messen (to measure by cubits)			
3636	arm, cubit, arm below the elbow	1673	ARM	noun
3637	three	492	THREE	numeral
3638	drei (three)			
3639	sost			
3640	four	1500	FOUR	numeral
3641	vier (four)			
3642	forty	1716	FORTY	numeral
3643	five	493	FIVE	numeral
3644	fünf (five)			
3645	five (with feminine nouns counted)	493	FIVE	numeral
3646	six	1703	SIX	numeral
3647	seven	1704	SEVEN	numeral
3648	sieben (seven)			
3649	eight	1705	EIGHT	numeral
3650	nine	1483	NINE	numeral
3651	noon, midday	12	MIDDAY	noun
3652	ten	1515	TEN	numeral
3653	to be many, numerous	1198	MANY	other
3654	to be curved, bent; to make a circular movement; to encircle	3274	ENCIRCLE	verb
3655	to overturn, turn upsidedown			
3656	to stoop			
3657	to bend; to encircle	2004	BEND	verb
3658	to bend, curve	2004	BEND	verb
3659	loop, tendril			
3660	arch, doorway, bow; skullcap	994	BOW	noun
3661	to bend, to bow down	2004	BEND	verb
3662	dome, vaulted chamber, soft round object			
3663	to bend, bow, curve	2004	BEND	verb
3664	to bow, bend, curve	2224	BEND (SOMETHING)	verb
3665	to sew the edge; refrain			
3666	bezel, collet			
3667	(to be) weak	1601	WEAK	adjective
3668	to be weak, impoverished, shaky	1601	WEAK	adjective
3669	to be sickly			
3670	(to be) small	1246	SMALL	adjective
3671	small	1246	SMALL	adjective
3672	to stand	1442	STAND	verb
3673	to rise, to get up	1512	RISE (ONESELF)	verb
3674	to rise, arise	568	RISE (MOVE UPWARDS)	verb
3675	I. aufstehen, sich aufmachen, sich anschicken (to get up, open up, get ready)			
3676	to stand (crops), to be planted	1442	STAND	verb
3677	to set up			
3678	any(thing), all (that)	98	ALL	other
3679	what?	1236	WHAT	other
3680	to shine, to be bright	708	SHINE	verb
3681	light, shining appearance of the sun, moon and stars, sultry weather, open air, open sun	630	LIGHT (RADIATION)	noun
3682	the sun	1343	SUN	noun
3683	period of day after sunrise			
3684	ashes	646	ASH	noun
3685	ashes, dust	646	ASH	noun
3686	earth, soil, ground, dirt	1228	EARTH (SOIL)	noun
3687	(to be) warm, hot	1286	HOT	adjective
3688	warm	1232	WARM	adjective
3689	thin cloud like ashes			
3690	clouds in which is no water			
3691	a lasting and still rain			
3692	to gnaw, to strip away	2706	GNAW	verb
3693	to gnaw away			
3694	(pa.) to gnaw	2706	GNAW	verb
3695	to eat off the flesh from the bone			
3696	nakedness			
3697	to be sharp	1396	SHARP	adjective
3698	branch, stick	1295	STICK	noun
3699	branch, stick, rod	1295	STICK	noun
3700	to be amazing, awesome	1863	AMAZING	adjective
3701	to take	1749	TAKE	verb
3702	to take, to accept, to take over	1749	TAKE	verb
3703	to get hold of, take, grasp; to receive, collect, obtain	694	GET	verb
3704	to take, grasp; accept, receive	1749	TAKE	verb
3705	to hold	1448	HOLD	verb
3706	to take, seize illegally	1749	TAKE	verb
3707	honey, honeycomb	942	HONEY	noun
3708	earwax	32	EARWAX	noun
3709	god	1944	GOD	noun
3710	to join, to put together	1743	JOIN	verb
3711	friend, companion	1325	FRIEND	noun
3712	yoke	14	YOKE	noun
3713	bride, daughter-in-law	1266	BRIDE	noun
3714	bride, daughterinlaw	1266	BRIDE	noun
3715	come! up!			
3716	come!	1446	COME	verb
3717	to be sick, ill	1847	SICK	adjective
3718	to fall ill	2327	BECOME SICK	verb
3719	to be bad, painful	1129	PAINFUL	adjective
3720	illness	1986	DISEASE	noun
3721	to be sick	1847	SICK	adjective
3722	to be ill, sick	1847	SICK	adjective
3723	to be diseased, disordered, distempered, sick, ill	1847	SICK	adjective
3724	to suffer from disease			
3725	to be unwell, ill	1847	SICK	adjective
3726	guérir			
3727	to push, to press, to drive to work	1452	PUSH	verb
3728	to pursue, to enclose	1047	PURSUE	verb
3729	to spur on; to collect offerings; to force to work			
3730	to pursue game; to search after a thing; to collect together			
3731	to gain control			
3732	prélever les impôts (to collect taxes)			
3733	to demand, to impose tribute			
3734	to be king	1508	KING	noun
3735	to rule, to be king	1846	RULE	verb
3736	to ride; to (be) join(ed), connect(ed); to mount	367	RIDE	verb
3737	to mount, to mate	705	GO UP (ASCEND)	verb
3738	upper millstone			
3739	(light war) chariot; chariot body			
3740	to ride; to mount; to leap upon, sexually copulate with	367	RIDE	verb
3741	to ride	367	RIDE	verb
3742	to copulate	549	COPULATE	verb
3743	coitus, sexual intercourse	549	COPULATE	verb
3744	to sleep with a woman			
3745	to ride, to mount (also with sexual connotations)	367	RIDE	verb
3746	to meet, to find	719	FIND	verb
3747	to find	719	FIND	verb
3748	to forget	1523	FORGET	verb
3749	vergessen (to forget)			
3750	to suck(le)	1421	SUCK	verb
3751	I. saugen (to suck)			
3752	tirer la moelle d’un os (to pull the marrow out of a bone)			
3753	to give a small child drink from a lipped jug			
3754	to feed a baby from a feedingjug			
3755	to bear, give birth to	1820	BEAR	noun
3756	to give birth (to), bear	1820	BEAR	noun
3757	to give birth, to beget	1195	GIVE BIRTH	verb
3758	to be born	1090	BE BORN	verb
3759	to bear, give birth	1195	GIVE BIRTH	verb
3760	(etpe.) to bear a child, bring forth			
3761	a child, son, young one	1620	SON	noun
3762	to give birth, beget, bear (a child), conceive	1195	GIVE BIRTH	verb
3763	give birth	1195	GIVE BIRTH	verb
3764	children, male or female	1553	MALE	adjective
3765	to beget children			
3766	children	2099	CHILD	noun
3767	day (= “in daytime”)	1225	DAY (NOT NIGHT)	noun
3768	day (= “24 hours”)	1225	DAY (NOT NIGHT)	noun
3769	to fit, to be sufficient			
3770	to be useful, benefit, tp have advantage, to be appropriate	2929	BENEFIT	noun
3771	be sufficient, be suitable			
3772	be sufficient, be enough, be competent	1881	ENOUGH	other
3773	to be sufficient			
3774	to be fast	1631	FAST	adjective
3775	to be fast, swift, to hurry	754	HURRY	verb
3776	to be rapid			
3777	to be missing			
3778	to be missing, lack, be wanting, be incomplete	2329	LACK (NOT HAVE)	verb
3779	to diminish, decrease; to be missing	1184	DIMINISH	verb
3780	to dominate; to own, to possess	684	OWN	verb
3781	to dominate, master	383	MASTER	noun
3782	to dominate, to master	383	MASTER	noun
3783	to rule, govern, possess	1846	RULE	verb
3784	to own, to possess, to buy, to purchase, to acquire the control; to conquer, to subject, to subdue, to govern, to rule with an iron hand; to reign, to lord it over someone	1869	BUY	verb
3785	to buy, to purchase; to own, to possess; to govern, to rule over	1869	BUY	verb
3786	to own, to possess	684	OWN	verb
3787	to possess	684	OWN	verb
3788	to rule, to own	1846	RULE	verb
3789	to own, to possess, to administer, to govern, to rule	1846	RULE	verb
3790	acheter, gouverner			
3791	to go, go forth; to depart; to have sexual intercourse	695	GO	verb
3792	to carry on the back; carry a burden	465	CARRY ON BACK	verb
3793	to wash	1453	WASH	verb
3794	waschen (to wash)			
3795	to wash, to bathe, to rinse off	1453	WASH	verb
3796	to sweat, to perspire	126	SWEAT (PERSPIRE)	verb
3797	to do again, to double			
3798	make double			
3799	to double			
3800	to do again			
3801	to be wounded			
3802	to be wounded, be injured, be covered with sores, be in pain			
3803	to tread, to trample, to walk	1443	WALK	verb
3804	to tread, trample, thresh (be treading)	575	TREAD	verb
3805	to walk, go	1443	WALK	verb
3806	to stamp, trample	3618	STAMP	verb
3807	to tread, to walk slowly (?)	575	TREAD	verb
3808	ground trodden with the hoofs of horses; fine dust trodden with the feet			
3809	to run slowly			
3810	to make (a camel) trot			
3811	(camel) to trot			
3812	to be green, verdant	1425	GREEN	adjective
3813	to be verdant, bud, become soft; to be tender, fresh	243	FRESH	adjective
3814	to become verdant, send out shoots			
3815	to shave	231	SHAVE	verb
3816	to forgive (?)	1528	FORGIVE	verb
3817	to forgive, to pardon	1528	FORGIVE	verb
3818	to forgo, to remit a debt			
3819	oath (?)	1712	OATH	noun
3820	to swear	1939	SWEAR	verb
3821	to swear, take an oath	1939	SWEAR	verb
3822	sterile, childless			
3823	barren, unfruitful, sterile, childless			
3824	sterile			
3825	to be sterile, without offspring (of man and woman)			
3826	to be / become childless; to be bereft	1579	BE	verb
3827	to lose, be deprived of children	1660	LOSE	verb
3828	Kinderlosigkeit (childlessness)			
3829	to become childless			
3830	to leave childless			
3831	to be bereft, bereave, to be childless, consume			
3832	bereveament			
3833	to be bereaved, become childless			
3834	to lose (child), become bereft	3072	MISPLACE	verb
3835	to be proud, valiant	174	PROUD	adjective
3836	audacious; difficult	584	DIFFICULT	adjective
3837	to be proud and selfconceit, to walk with an elegant, proud and selfconceit gait			
3838	to guide, to lead	43	LEAD (GUIDE)	verb
3839	to lead, guide, show (the way); to prove	43	LEAD (GUIDE)	verb
3840	to lead, guide	43	LEAD (GUIDE)	verb
3841	earth, dust of the ground, dirt, clay, dung	1228	EARTH (SOIL)	noun
3842	earth, clay	1228	EARTH (SOIL)	noun
3843	limestone (?), calcaire			
3844	to sit; to stay, to live	1416	SIT	verb
3845	to sir, remain, stay, reside, dwell	987	REMAIN	verb
3846	to sit, stay, to dwell	1416	SIT	verb
3847	to burn (intransitive)	1428	BURNING	verb
3848	to burn (transitive), to light a fire, to kindle a fire	2102	BURN	verb
3849	to walk, travel	1443	WALK	verb
3850	to draw, pull out; to be extended	2325	PULL OUT	verb
3851	an elevated way			
3852	to travel	3665	TRAVEL	verb
3853	to go on a journey, to travel; to go on pilgrimate, go abroad	3665	TRAVEL	verb
3854	to go on a pilgrimage			
3855	to travel for business, trade	898	TRADE	verb
3856	to travel about, trade in, be a stranger			
3857	to travel; to trade	3665	TRAVEL	verb
3858	to kiss	578	KISS	verb
3859	to be narrow	1267	NARROW	adjective
3860	to grasp, to put pressure on (caus.)	2021	GRASP	verb
3861	(hip.) to harass, press hard; to drive someone into a corner			
3862	to cause trouble, distress			
3863	(pa.) to oppress			
3864	(aph.) to frighten, torment	252	FRIGHTEN	verb
3865	eng (tight)			
3866	to be narrow, be compressed	1267	NARROW	adjective
3867	to be hot, to burn	2102	BURN	verb
3868	to burn, be consumed by fire, blaze	2102	BURN	verb
3869	to twist, to turn, to do a second time	1588	TURN	verb
3870	to wrap up	1113	WRAP	verb
3871	to turn (a corner)	1588	TURN	verb
3872	to change	1264	CHANGE	verb
3873	to change, exchange, alter, barter; to transcribe, register	1264	CHANGE	verb
3874	to sneeze	1621	SNEEZE	verb
3875	sneeze (n.)	1621	SNEEZE	verb
3876	sneezing			
3877	to be blind	1653	BLIND	adjective
3878	blind man	457	BLIND PERSON	noun
3879	blind	1653	BLIND	adjective
3880	(pi.) to blind	1653	BLIND	adjective
3881	to be blinded			
3882	erblinden			
3883	to be oneeyed			
3884	to blind	1653	BLIND	adjective
3885	to go blind			
3886	Taumelnder			
3887	a grave disease characterized by a headache			
3888	sick person			
3889	sickness	1986	DISEASE	noun
3890	to menstruate	2827	MENSTRUATE	verb
3891	faint, sick, menstruating	1847	SICK	adjective
3892	(aph). to afflict, make sad			
3893	to be weak, wretched	1601	WEAK	adjective
3894	to be wretched, miserable			
3895	to be sick, to have leprosy	1847	SICK	adjective
3896	medicine	1372	MEDICINE	noun
3897	to be mad, crazy	1899	MAD	adjective
3898	to be in a frenzy, to act crazily			
3899	a type of extatic			
3900	folie aiguë, fureur (acute madness, fury)			
3901	evil, mischief; annoyance, harm	45	EVIL	adjective
3902	to fornicate	103	FORNICATE	verb
3903	actuar lascivamente			
3904	infamy, shameful behaviour, esp. fornication and incest			
3905	blâmer, relever les défauts, les vices de quelqu'un; commettre une action blâmable (to blame, to point out the faults, the vices of someone; to commit a blameworthy action)			
3906	to fornicate, commit adultery, commit whoredom, have illicit intercourse	103	FORNICATE	verb
3907	prostitute, harlot	1610	PROSTITUTE	noun
3908	to be bald (on the forehead)	1125	BALD	adjective
3909	bald	1125	BALD	adjective
3910	with receding hairline			
3911	receding hairline; bare spot			
3912	bald on the forehead			
3913	to (be about to) vomit	1278	VOMIT	verb
3914	to vomit, spit out	1278	VOMIT	verb
3915	disgrace, discomfiture, anger, retribution, malediction, anathema	82	ANGER	noun
3916	qui fait le dégoûté, dificile à contenter dans la nourriture (one who is disguisted, difficult to satisfy in food)			
3917	to stimulate the throat in order to induce vomiting			
3918	to vomit	1278	VOMIT	verb
3919	to loathe, despise	2715	DESPISE	verb
3920	to loathe, reject, vomit, abhore	1278	VOMIT	verb
3921	to belch, retch, vomit	2245	BELCH	verb
3922	to belch	2245	BELCH	verb
3923	(hitpo.) to vomit loudly			
3924	to spit out, belch, vomit	1278	VOMIT	verb
3925	to vomit, to belch	1278	VOMIT	verb
3926	to deposit excrements			
3927	to burp	2789	BURP	verb
3928	to belch, vomit	2245	BELCH	verb
3929	to belch, to emit blood	2245	BELCH	verb
3930	to belch, eructate	2245	BELCH	verb
3931	to belch (from overeating)	2245	BELCH	verb
3932	to conceive, be pregnant	1087	CONCEIVE	verb
3933	I. to be near, approach IV. to become near to bringing birth			
3934	to be coupled, conceive (cattle)	1087	CONCEIVE	verb
3935	to be mad, talk without sense; produce incoherent sounds (in one’s sleep)	1899	MAD	adjective
3936	to produce unnatural sounds			
3937	to pant in its sleep (dog)			
3938	to lead	43	LEAD (GUIDE)	verb
3939	délire (delirium)			
3940	to talk nonsense			
3941	to act mad, act crazily, talk nonsense			
3942	one who acts mad			
3943	to talk too much, to buzz (hornet)			
3944	to be delirious, talk without sense, talk in one’s sleep			
3945	to be imbecile, weak-minded, mad; be mocked at	1899	MAD	adjective
3946	weakling			
3947	to be infatuated; to make look foolish; (po.) to make a mockery of; (hitpo.) to pretend to be mad; to act like a madman			
3948	foolishness, blindness			
3949	(aph.) to scoff, mock; to despise, disdain; to praise	2715	DESPISE	verb
3950	injure; sottise	44	INJURE	verb
3951	opinion, idée fausse qu'on se fait sur quelque chose (opinion, misconception we have about something)			
3952	to ridicule, mock, make fun of, jeer at			
3953	foolish	1518	STUPID	adjective
3954	to be in heat (equines); to desire sex			
3955	foolish, imbecile	1518	STUPID	adjective
3956	bête, idiot			
3957	to be pregnant, conceive	1087	CONCEIVE	verb
3958	pregnant	1123	PREGNANT	adjective
3959	to conceive	1087	CONCEIVE	verb
3960	to conceive, to become pregnant	1087	CONCEIVE	verb
3961	pregnancy			
3962	she became pregnant			
3963	to be pregnant, conceive; to have labor pains	1087	CONCEIVE	verb
3964	labor pains; foetus			
3965	(pi.) to be pregnant, conceive	1087	CONCEIVE	verb
3966	to be in travail, labor; to take in, conceive	1087	CONCEIVE	verb
3967	labor pain			
3968	a convulsed labouring woman			
3969	she laboured			
3970	foetus			
3971	concevoir, devenir enceinte, grosse (d'un foetus) (to conceive, become pregnant)			
3972	to be dissolute, lustful			
3973	to swell, inflate (esp. of stomach)	1573	SWELL	verb
3974	to have cramps (said of internal abdominal and other muscles)			
3975	to have a swollen belly			
3976	boil, swelling, tumor	2493	BOIL	verb
3977	to swell up, to blow up	1573	SWELL	verb
3978	to swell	1573	SWELL	verb
3979	inflation			
3980	schwellen (to swell up)			
3981	inflation, furuncle, boil	2493	BOIL	verb
3982	to be swollen, to swell	1573	SWELL	verb
3983	to become swollen			
3984	to be ulcerated, swollen	1573	SWELL	verb
3985	to itch, scratch (oneself)	3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	verb
3986	to rub, scratch	1449	RUB	verb
3987	to scrape, to itch	1767	SCRAPE	verb
3988	to itch, irritate	3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	verb
3989	reiben			
3990	I. kratzen (to scratch)			
3991	to scratch, scrape, rub, grate	1436	SCRATCH	verb
3992	to itch, to scratch, to rub	1436	SCRATCH	verb
3993	to scrape, to rub	1449	RUB	verb
3994	to have an itch, to scratch o.s. with the nails			
3995	to scratch the itching part of the body			
3996	to scratch when it itches			
3997	to be lame	320	LAME	adjective
3998	to limp	366	LIMP	verb
3999	to limp, be lame	366	LIMP	verb
4000	be lame	320	LAME	adjective
4001	lame	320	LAME	adjective
4002	to dream; have nocturnal ejaculations when dreaming	1920	DREAM (SOMETHING)	verb
4003	to dream	1920	DREAM (SOMETHING)	verb
4004	(etp.) to pollute			
4005	gnädig sein, träumen (to be merciful; to dream)	1920	DREAM (SOMETHING)	verb
4006	to have a dream; to have pollutions			
4007	oracular dream			
4008	il avait eu une pollution nocturne (having a nocturnal pollution)			
4009	seeress			
4010	sognare (to dream)			
4011	to have a nocturnal ejaculation when dreaming			
4012	to have a nocturnal ejaculation while dreaming			
4013	to become healthy, mature			
4014	fully grown, mature animal			
4015	to become strong (animals)			
4016	(hip.) to restore to health			
4017	healthy, strong	785	STRONG	adjective
4018	sound, healthy person	2879	SOUND (OF INSTRUMENT OR VOICE)	verb
4019	(ethpa.) to be healthy, to recover health, to be cured	1364	HEALTHY	adjective
4020	dick, steif, tief (Stimme) (thick, stiff, deep (voice)	1593	DEEP	adjective
4021	V. to become fat			
4022	forbearing, clement; fat (camel)	323	FAT (ORGANIC SUBSTANCE)	noun
4023	to be sick, infirm	1847	SICK	adjective
4024	to grow weak, tired; to fall sick, to be ill	1757	TIRED	adjective
4025	to be weak, sick	1847	SICK	adjective
4026	a disease of the grain crops, a form of blight			
4027	krank			
4028	avoir des douleurs aux cuisses ou aux genoux (se dit de l’homme), avoir des douleurs aux jarrets (se dit du cheval) (to have pain in the thighs or knees (said of the man), having pain in the hocks (said of the horse)			
4029	laxness in the legs, tendons, sinews of a beast; laxness of the hock (of the camel)			
4030	to be restless, become tired			
4031	agony, last hour of a dying person			
4032	to render unable			
4033	a disease (of hair?)	1986	DISEASE	noun
4034	to become unconscious			
4035	to mark out, set aside a place of isolation or quarantine, e. g. for s.o. who has a dangerous, contagious disease			
4036	to be afflicted with senile dementia			
4037	to be mad	1899	MAD	adjective
4038	to be senile			
4039	senile			
4040	menstruating woman			
4041	menstruation	766	MENSTRUATION	noun
4042	to bleed profusely; to make a cistern			
4043	chèvre dont le lait ne doit pas être bu par une femme ni être mis dans une outre			
4044	to have a notch, cut in the skin (nose, ear, lip)	1247	EAR	noun
